CustomerID,Age,Income,LoanAmount,TenureMonths,InterestRate,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target,Location_Suburban,Location_Urban,EmploymentStatus_Self-Employed,EmploymentStatus_Student,EmploymentStatus_Unemployed,LoanType_Business,LoanType_Education,LoanType_Home,LoanType_Personal,Debt-to-Income Ratio,Estimated EMI,Payment-to-Income Ratio,Delinquency Rate,Irregular Payment Habits,Proportion of Delayed Days,Interaction Inefficiency,Digital Engagement Score,Problem Indicator,Risk Score
CUST1088,44,205774,286652,9,8.25,0,15,1,3,0.36,56.96,0.27,28,1,0,0,0,0,0,1,0,0,1,0,1.393042852838551,33820.954722222225,1.9723165058105818,0.0,1,1.6666666666666667,2.0547945205479454,11.362000000000002,1,0.35320833333333335
CUST1089,26,1025371,927681,39,7.13,2,11,1,4,0.44,58.56,0.6,7,0,0,1,0,0,0,0,0,0,0,0,0.9047271670449037,29298.66358269231,0.34288463687027204,0.05128205128205128,1,0.28205128205128205,2.5974025974025974,3.16,0,0.027452380952380954
CUST1090,29,1314895,71472,18,11.54,2,147,5,6,-0.83,14.37,0.2,25,1,1,0,0,0,1,0,0,0,0,0,0.0543556709851357,4657.989066666666,0.04250975842177512,0.1111111111111111,1,8.166666666666666,22.22222222222221,10.12,1,0.8068690476190477
CUST1091,43,687512,576934,20,7.7,3,44,0,5,-0.79,17.42,0.07,27,0,0,0,1,1,0,0,0,0,0,0,0.8391620800800568,32548.693166666668,0.5681127282141984,0.15,0,2.2,16.129032258064512,10.842,0,0.12926190476190474
CUST1092,22,1972705,856565,25,13.82,0,92,2,9,-0.75,63.19,0.02,33,0,1,1,0,0,0,1,0,1,0,0,0.43420835857363366,44127.373583333334,0.26842760727022036,0.0,1,3.68,25.714285714285708,13.212000000000002,0,0.7413809523809521
CUST1093,65,1338464,915218,37,10.75,5,21,1,7,0.81,59.1,0.95,25,0,0,1,0,0,1,0,0,0,1,0,0.6837823056877137,32934.44953828829,0.29527383213852554,0.13513513513513514,1,0.5675675675675675,3.664921465968586,10.57,0,0.046922619047619046
CUST1094,29,560884,710181,54,12.55,5,96,0,7,0.05,44.66,0.72,12,1,1,1,0,1,0,0,0,0,0,0,1.2661815990472183,20578.809625,0.44027947935758555,0.09259259259259259,0,1.7777777777777777,6.08695652173913,5.232000000000001,1,0.8816309523809523
CUST1095,43,1449956,470479,14,10.49,1,46,1,7,0.58,71.62,0.8,43,0,0,0,1,0,1,0,0,0,0,0,0.3244781220947394,37718.41344880952,0.3121618596603719,0.07142857142857142,1,3.2857142857142856,4.166666666666666,17.68,0,0.10294047619047618
CUST1096,31,967367,214423,24,11.36,4,28,0,2,-0.77,53.07,0.98,36,0,1,0,0,1,0,0,0,0,0,0,0.22165631037651687,10964.162733333333,0.13600831204703076,0.16666666666666666,0,1.1666666666666667,6.06060606060606,14.988,0,0.7775119047619049
CUST1097,36,654462,175084,44,14.01,2,44,0,9,0.86,15.93,0.93,12,0,1,0,1,0,0,1,0,0,0,1,0.2675235536975409,6023.287518181818,0.11044101906326391,0.045454545454545456,0,1.0,4.591836734693878,5.3580000000000005,0,0.6293392857142858
CUST1098,28,1199771,690052,26,7.1,3,76,0,5,0.64,61.04,0.74,37,1,0,1,0,0,1,0,0,1,0,0,0.5751530917150023,30623.269205128207,0.306291142610997,0.11538461538461539,0,2.923076923076923,2.8735632183908044,15.244000000000002,1,0.19269047619047622
CUST1099,56,1447225,504983,43,9.16,2,8,1,6,-0.55,30.15,0.69,24,1,0,0,1,0,1,0,0,0,0,1,0.3489319214358514,15598.494264341085,0.12933851417166856,0.046511627906976744,1,0.18604651162790697,10.909090909090908,10.014000000000001,1,0.16080952380952382
CUST1100,54,664477,527165,18,13.23,3,23,1,8,0.75,3.08,0.34,46,1,0,0,1,0,0,0,0,1,0,0,0.7933532688114111,35098.93856944444,0.6338628166713571,0.16666666666666666,1,1.2777777777777777,4.324324324324324,18.604000000000003,1,0.36465079365079367
CUST1101,54,1366368,452022,51,7.54,2,14,1,9,-0.47,23.48,0.1,22,0,1,0,0,0,0,1,0,0,0,0,0.3308201011733296,11703.381370588237,0.10278385943395839,0.0392156862745098,1,0.27450980392156865,14.285714285714283,8.860000000000001,0,0.07961904761904763
CUST1102,26,329481,557044,7,7.14,2,163,2,9,-0.59,55.09,0.57,21,0,1,0,0,1,0,0,0,0,1,0,1.6906710857378726,82892.12608571429,3.0190072053580375,0.2857142857142857,1,23.285714285714285,17.647058823529406,8.742,0,0.7868154761904761
CUST1103,61,845359,475947,17,9.67,2,12,2,3,-0.47,69.15,0.58,20,0,0,1,0,0,1,0,1,0,0,0,0.5630116908910888,31832.221927941173,0.4518632476087604,0.11764705882352941,1,0.7058823529411765,4.761904761904761,8.348,0,0.017928571428571426
CUST1104,59,1275999,345320,44,7.48,2,90,0,4,0.82,20.24,0.95,29,0,1,0,1,0,1,0,1,0,0,0,0.2706271713379086,10000.676484848485,0.09405032278095972,0.045454545454545456,0,2.0454545454545454,2.0833333333333335,12.170000000000002,0,0.6064464285714286
CUST1105,60,504723,704400,8,11.97,0,171,2,7,0.83,18.13,0.44,10,0,0,0,1,1,0,0,0,0,0,0,1.395617001800988,95076.39,2.26048085781706,0.0,1,21.375,3.6269430051813467,4.264,0,0.0980595238095238
CUST1106,49,354588,616642,34,8.32,4,100,0,0,-0.34,40.8,0.69,3,0,0,0,0,0,0,1,0,0,0,1,1.7390379821088136,22411.91394509804,0.7584660714439757,0.11764705882352941,0,2.9411764705882355,0.0,1.614,0,0.3033988095238095
CUST1107,28,1387477,426365,52,14.51,4,70,3,5,0.41,58.54,0.57,32,1,0,0,1,0,0,0,0,0,1,0,0.30729518399223915,13354.790381410257,0.11550280442625216,0.07692307692307693,1,1.3461538461538463,3.3112582781456954,13.142000000000001,1,0.3356428571428572
CUST1108,28,867759,777444,15,13.36,1,121,1,3,0.35,53.88,0.18,46,1,1,0,1,0,0,0,0,1,0,0,0.8959215634755733,60485.1432,0.8364323716607952,0.06666666666666667,1,8.066666666666666,2.068965517241379,18.508000000000003,1,0.68715873015873
CUST1109,27,618638,656429,57,12.45,3,75,0,4,0.61,40.54,0.59,11,1,0,0,1,0,1,0,0,0,0,0,1.0610874210766232,18326.749120614033,0.35549220941385495,0.05263157894736842,0,1.3157894736842106,2.3391812865497075,4.7540000000000004,1,0.23103968253968252
CUST1110,31,688758,184081,52,11.24,0,163,2,4,-0.41,45.64,0.54,8,1,0,0,0,1,0,0,0,0,1,0,0.26726513521440043,5264.244597435898,0.09171717086296025,0.0,1,3.1346153846153846,5.7971014492753605,3.524,1,0.35421428571428565
CUST1111,55,1350283,969287,47,13.84,2,115,1,1,0.02,17.81,0.49,31,0,0,1,0,0,1,0,0,0,1,0,0.7178398898601256,31802.237726241132,0.2826273105081628,0.0425531914893617,1,2.4468085106382977,0.8928571428571428,12.694,0,0.16208333333333333
CUST1112,52,1943654,593891,24,8.9,0,60,2,7,0.34,31.43,0.51,10,1,0,1,0,1,0,0,0,1,0,0,0.30555386915572424,29150.149916666665,0.17997122893272158,0.0,1,2.5,4.861111111111111,4.306,1,0.6274107142857143
CUST1113,43,1438538,46270,13,14.12,3,167,0,1,-0.95,18.76,0.16,36,0,0,0,1,0,0,0,0,0,1,0,0.03216460044851092,4103.674435897436,0.03423204199733982,0.23076923076923078,0,12.846153846153847,6.666666666666661,14.496,0,0.1785753968253968
CUST1114,44,1644790,729574,13,13.61,2,125,4,3,-0.25,63.74,0.46,23,1,1,1,0,0,0,1,0,0,0,1,0.4435666559256805,64395.66203974359,0.4698155658028825,0.15384615384615385,1,9.615384615384615,3.529411764705882,9.476,1,0.9709642857142857
CUST1115,58,567393,215632,47,13.06,1,154,0,4,0.39,8.55,0.61,6,0,1,0,0,1,0,0,0,0,0,1,0.38003993704539885,6934.709826950355,0.14666468906631605,0.02127659574468085,0,3.276595744680851,2.6845637583892614,2.7660000000000005,0,0.7524047619047619
CUST1116,54,1889294,422571,30,11.67,0,0,0,0,-0.49,49.1,0.49,7,0,0,0,0,0,0,0,0,0,0,1,0.22366608902584775,18195.202975,0.11556826819965553,0.0,0,0.0,0.0,3.0940000000000003,0,0.04609523809523809
CUST1117,63,515801,210067,45,8.49,0,161,1,5,0.92,19.11,0.49,32,1,0,1,0,0,1,0,0,0,1,0,0.40726365400609926,6154.379580555556,0.14318032529341096,0.0,1,3.577777777777778,2.4752475247524752,13.094000000000001,1,0.2629880952380952
CUST1118,59,632000,173529,53,10.4,4,67,0,1,-0.94,34.5,0.08,24,2,1,1,0,1,0,0,0,0,0,1,0.2745712025316456,4778.050075471698,0.0907224697874373,0.07547169811320754,0,1.2641509433962264,6.249999999999995,9.648000000000001,1,0.9796666666666666
CUST1119,42,1259543,990018,33,13.15,2,87,2,4,0.92,21.91,0.19,0,0,0,0,1,0,0,1,0,1,0,0,0.786013657334446,40849.49270454545,0.3891839440610963,0.06060606060606061,1,2.6363636363636362,1.9801980198019802,0.11399999999999999,0,0.45870238095238103
CUST1120,46,255082,80238,38,6.37,2,20,2,5,-0.57,23.61,0.32,2,1,1,1,0,0,1,0,0,0,1,0,0.3145576716506849,2537.4563657894737,0.11937132525804911,0.05263157894736842,1,0.5263157894736842,9.43396226415094,0.992,1,0.8943571428571429
CUST1121,56,668423,810745,58,13.15,3,160,1,7,-0.9,19.12,0.42,39,1,1,0,1,0,1,0,1,0,0,0,1.2129220568412518,22862.776027298853,0.4104486415452284,0.05172413793103448,1,2.7586206896551726,34.999999999999986,15.852000000000002,1,0.6085833333333333
CUST1122,21,1017599,108474,41,8.44,5,134,0,8,-0.42,54.32,0.59,27,1,1,0,1,0,0,0,0,0,1,0,0.10659798211279689,3408.6411170731703,0.04019627908918744,0.12195121951219512,0,3.268292682926829,11.764705882352938,11.154,1,0.9199166666666665
CUST1123,56,1265315,287129,13,7.73,3,2,0,5,0.57,26.65,0.86,42,0,0,0,0,1,0,0,0,1,0,0,0.22692294013743614,23936.435462179485,0.22700847263025717,0.23076923076923078,0,0.15384615384615385,2.9940119760479043,17.316000000000003,0,0.06678571428571428
CUST1124,56,1071929,706472,22,7.78,0,50,1,4,0.5,52.43,0.16,32,0,0,0,0,0,1,0,1,0,0,0,0.6590660388887697,36692.6571030303,0.4107659044921479,0.0,1,2.272727272727273,2.5,12.896,0,0.1435892857142857
CUST1125,35,208184,393061,27,7.13,0,78,3,3,-0.58,33.11,0.02,45,0,1,0,0,0,0,1,0,0,1,0,1.8880461514813818,16893.252256481483,0.9737493134812367,0.0,1,2.888888888888889,5.769230769230767,18.012,0,0.4798809523809524
CUST1126,22,241286,270826,6,10.85,2,94,0,1,-0.61,39.63,0.45,0,0,1,0,0,1,0,0,0,0,0,1,1.1224273269066585,47586.38508333333,2.366638018782689,0.3333333333333333,0,15.666666666666666,2.040816326530612,0.27,0,0.9143869047619048
CUST1127,22,1165252,245391,50,8.46,2,122,0,1,0.29,39.35,0.43,37,0,0,1,0,0,0,1,0,0,0,0,0.21059049887921238,6637.82655,0.06835767593619235,0.04,0,2.44,0.7194244604316546,15.058,0,0.13026190476190477
CUST1128,24,1444349,926443,45,15.41,2,5,1,6,-0.08,70.27,0.55,26,0,0,0,0,0,1,0,0,0,0,0,0.6414259988410004,32484.694413888887,0.2698906794456649,0.044444444444444446,1,0.1111111111111111,5.88235294117647,10.73,0,0.0626547619047619
CUST1129,45,1172052,904180,47,10.98,3,156,0,4,0.58,26.74,0.83,37,0,1,1,0,0,0,1,0,0,0,1,0.7714504134628839,27511.119340425532,0.2816713184100248,0.06382978723404255,0,3.3191489361702127,2.380952380952381,15.298,0,0.6587678571428573
CUST1130,33,671999,780976,43,7.37,0,16,1,6,-0.95,15.35,0.8,34,0,0,0,0,0,0,0,0,0,0,0,1.1621683960839226,22958.726824806203,0.4099778748148054,0.0,1,0.37209302325581395,39.999999999999964,14.080000000000002,0,0.02416666666666667
CUST1131,59,835663,386718,55,12.35,0,116,1,0,0.22,65.69,0.1,9,0,0,1,0,0,0,1,0,0,0,0,0.4627678860976255,11011.209113636363,0.15811937271799323,0.0,1,2.109090909090909,0.0,3.66,0,0.12973015873015872
CUST1132,48,1810105,554435,47,13.73,3,59,0,0,0.46,13.0,0.93,11,2,1,0,1,1,0,0,0,0,0,1,0.3062999107786565,18140.14982003546,0.12025921028914098,0.06382978723404255,0,1.2553191489361701,0.0,4.958,1,0.8792380952380953
CUST1133,29,1325943,808124,43,12.93,2,149,0,4,0.99,60.16,0.11,9,0,0,1,0,0,0,1,0,0,0,1,0.6094711461955755,27501.117495348837,0.24888959023441132,0.046511627906976744,0,3.4651162790697674,1.9138755980861246,3.666,0,0.3261170634920635
CUST1134,36,1782050,464337,22,7.45,3,151,1,1,0.36,11.24,0.63,33,0,0,1,0,0,0,1,0,0,1,0,0.26056339608877416,23988.98614772727,0.1615374617843087,0.13636363636363635,1,6.863636363636363,0.684931506849315,13.578000000000001,0,0.08867261904761904
CUST1135,35,1079561,720846,35,14.12,1,124,3,7,-0.54,47.6,0.67,23,1,1,0,0,0,0,0,0,0,1,0,0.6677214163905514,29077.554599999996,0.3232153210425348,0.02857142857142857,1,3.5428571428571427,12.499999999999998,9.602,1,0.7770833333333335
CUST1136,46,462105,231497,24,12.95,3,80,1,2,-0.78,11.26,0.68,27,1,1,1,0,0,0,1,0,0,0,1,0.5009619025978944,12143.946791666667,0.3153555176853745,0.125,1,3.3333333333333335,6.249999999999999,11.208,1,0.9564761904761905
CUST1137,63,877020,256950,39,7.95,3,84,2,0,0.28,66.5,0.27,21,1,1,0,1,0,0,1,0,1,0,0,0.2929807758089895,8290.755288461538,0.11343990269496529,0.07692307692307693,1,2.1538461538461537,0.0,8.562000000000001,1,0.9676666666666667
CUST1138,32,766594,758443,26,7.44,1,50,1,1,0.05,40.9,0.33,44,0,0,0,1,0,1,0,0,0,0,0,0.9893672530700736,33873.231215384614,0.5302399635069089,0.038461538461538464,1,1.9230769230769231,0.8695652173913042,17.798000000000002,0,0.2577797619047619
CUST1139,52,1481099,236897,17,11.34,3,177,0,9,0.8,24.04,0.55,15,0,0,0,0,0,1,0,0,0,1,0,0.15994676925715295,16173.794297058823,0.13104156546233972,0.17647058823529413,0,10.411764705882353,4.7368421052631575,6.33,0,0.09096428571428572
CUST1140,58,843758,624598,20,8.03,4,138,0,9,0.45,10.53,0.2,12,0,0,0,1,1,0,0,0,0,0,0,0.7402572775606275,35409.50161666667,0.503597025924495,0.2,0,6.9,5.806451612903226,4.920000000000001,0,0.0435
CUST1141,52,1189769,325404,11,14.09,2,70,1,6,0.02,27.04,0.02,35,1,1,1,0,0,1,0,1,0,0,0,0.2735018310277037,33402.96711818182,0.3369020418402075,0.18181818181818182,1,6.363636363636363,5.357142857142857,14.012,1,0.8901845238095237
CUST1142,24,1006819,541830,29,9.75,1,169,0,5,-0.19,50.91,0.56,35,1,1,0,1,0,1,0,0,0,0,1,0.5381602850164727,23086.161853448277,0.27515764227868095,0.034482758620689655,0,5.827586206896552,5.494505494505494,14.336,1,0.9208571428571427
CUST1143,49,697667,499311,12,14.26,4,38,1,7,-0.19,28.02,0.47,42,2,1,0,0,0,1,0,0,1,0,0,0.7156867101353511,47542.72905,0.8177436350006523,0.3333333333333333,1,3.1666666666666665,7.692307692307691,17.082,1,0.9537440476190475
CUST1144,57,1572623,923760,47,11.41,1,68,1,6,-0.55,18.1,0.66,22,2,1,1,0,0,1,0,1,0,0,0,0.5874007947232108,28437.88608510638,0.21699710167107855,0.02127659574468085,1,1.446808510638298,10.909090909090908,9.196000000000002,1,0.9590833333333333
CUST1145,44,1009529,943445,58,8.55,1,47,0,9,-0.97,41.78,0.15,13,1,1,0,0,0,0,0,1,0,0,0,0.9345397705266515,22988.338728448278,0.27325620635106007,0.017241379310344827,0,0.8103448275862069,69.23076923076917,5.29,1,0.9161071428571429
CUST1146,59,1434330,645313,30,7.99,3,124,1,7,0.15,30.37,0.84,31,2,1,1,0,0,1,0,1,0,0,0,0.44990553080532375,25807.142391666668,0.21590966423347488,0.1,1,4.133333333333334,5.6,12.904,1,0.9731666666666666
CUST1147,36,561328,384541,10,11.8,1,56,1,2,-0.58,12.36,0.15,2,1,1,0,1,0,0,0,0,0,0,1,0.6850557962545962,42235.41983333333,0.9029035394635578,0.1,1,5.6,3.8461538461538454,0.89,1,0.8672380952380953
CUST1148,63,1106007,661005,32,13.28,4,20,1,5,-0.58,11.51,0.89,26,0,0,0,0,0,0,0,0,0,1,0,0.5976499244579826,27971.52825,0.3034866316397636,0.125,1,0.625,9.615384615384613,10.934000000000001,0,0.08923214285714286
CUST1149,49,325834,294903,22,13.64,3,81,2,6,-0.75,51.08,0.45,18,0,0,0,0,0,1,0,0,0,0,1,0.905071293971777,16756.74591818182,0.6171269757550834,0.13636363636363635,1,3.6818181818181817,17.14285714285714,7.470000000000001,0,0.18979761904761905
CUST1150,56,1260400,999690,8,8.94,0,98,1,9,-0.62,70.19,0.55,21,1,1,1,0,0,0,1,0,0,1,0,0.7931529673119645,132408.9405,1.2606373262456363,0.0,1,12.25,18.749999999999996,8.73,1,0.9319999999999999
CUST1151,32,1771485,883384,9,7.84,2,147,1,0,-0.94,17.17,0.9,0,2,1,0,0,0,0,0,1,0,0,0,0.49866863112021836,103925.21991111111,0.7039871288401163,0.2222222222222222,1,16.333333333333332,0.0,0.54,1,0.9124166666666667
CUST1152,52,1960181,240884,20,7.04,3,14,1,0,0.35,55.78,0.3,4,0,0,1,0,0,0,1,1,0,0,0,0.12288865160921364,13457.386133333333,0.08238455203881682,0.15,1,0.7,0.0,1.78,0,0.17819444444444443
CUST1153,27,1361905,868851,42,11.97,2,68,2,6,-0.2,6.76,0.18,48,0,1,1,0,0,0,1,0,1,0,0,0.6379674059497542,29353.71729642857,0.25864110019211534,0.047619047619047616,1,1.619047619047619,6.666666666666666,19.308000000000003,0,0.8629900793650794
CUST1154,41,315144,992463,55,6.85,1,178,2,2,0.12,27.78,0.45,32,0,0,1,0,0,1,0,0,0,1,0,3.149236539486711,23710.091443181816,0.9028288570246673,0.01818181818181818,1,3.2363636363636363,1.6393442622950818,13.07,0,0.10400000000000001
CUST1155,48,1501810,865071,8,9.78,4,75,0,2,0.27,36.73,0.24,18,1,0,1,0,1,0,0,1,0,0,0,0.5760189371491733,115184.20365,0.9203630577769492,0.5,0,9.375,1.4598540145985401,7.344,1,0.15095238095238095
CUST1156,22,750926,131557,45,11.61,1,61,1,4,0.94,19.72,0.53,35,0,1,0,1,0,1,0,0,0,0,0,0.1751930283410083,4196.302863888889,0.06705805148132661,0.022222222222222223,1,1.3555555555555556,1.9607843137254901,14.318,0,0.7067678571428572
CUST1157,63,177476,800074,45,13.97,1,118,2,5,-0.86,38.36,0.28,5,1,0,1,0,1,0,0,0,1,0,0,4.5080686966125,27093.617038888893,1.8319288493467667,0.022222222222222223,1,2.6222222222222222,20.833333333333325,2.168,1,0.17882936507936514
CUST1158,25,1198174,741174,27,9.25,0,36,1,1,-0.16,63.61,0.86,14,0,1,0,0,1,0,0,0,0,0,1,0.6185862821259683,33164.10513888889,0.33214646759708244,0.0,1,1.3333333333333333,1.0638297872340425,6.1160000000000005,0,0.8836190476190476
CUST1159,48,999264,214397,54,8.12,3,133,0,2,-0.51,68.03,0.61,35,1,0,0,1,0,1,0,0,1,0,0,0.21455491241553784,5421.067848148148,0.06510072831381675,0.05555555555555555,0,2.462962962962963,3.3898305084745757,14.366,1,0.16261507936507935
CUST1160,49,534818,132107,35,11.86,0,25,0,5,-0.05,7.69,0.0,32,1,0,0,0,0,1,0,0,0,0,0,0.2470130025541399,5080.143230952381,0.11398591440719753,0.0,0,0.7142857142857143,4.761904761904762,12.8,1,0.13034722222222223
CUST1161,64,1441207,845888,12,12.26,2,7,1,2,0.84,19.94,0.81,23,0,0,0,1,1,0,0,0,0,1,0,0.5869302605385625,79132.8224,0.6588879104805903,0.16666666666666666,1,0.5833333333333334,1.0309278350515465,9.686000000000002,0,0.11258333333333333
CUST1162,63,1911278,889160,55,9.72,1,3,0,4,0.45,70.51,0.33,26,1,1,1,0,0,1,0,0,0,0,1,0.4652175141449857,23368.741454545456,0.14672114546107132,0.01818181818181818,0,0.05454545454545454,2.5806451612903225,10.598,1,0.6938015873015873
CUST1163,39,1875779,508125,14,13.99,1,20,1,8,0.32,19.83,0.32,48,0,0,0,1,1,0,0,0,0,0,1,0.27088745529190805,42218.533482142855,0.270086402388402,0.07142857142857142,1,1.4285714285714286,5.633802816901408,19.392000000000003,0,0.08066666666666666
CUST1164,50,1459328,423741,35,13.28,2,158,0,2,-0.12,50.03,0.38,10,2,1,0,1,0,0,1,0,0,1,0,0.290367210113148,16796.286114285715,0.13811523754181965,0.05714285714285714,0,4.514285714285714,2.040816326530612,4.228,1,0.9718809523809523
CUST1165,32,1812965,291829,25,7.9,4,148,0,5,0.34,18.62,0.63,48,1,1,0,0,0,1,0,0,1,0,0,0.16096780687989012,13594.367583333333,0.08998100404585857,0.16,0,5.92,3.472222222222222,19.578000000000003,1,0.7451309523809525
CUST1166,47,1269832,605630,54,9.03,4,24,1,4,-0.94,25.98,0.44,22,1,1,0,0,0,0,1,1,0,0,0,0.47693710664087846,15772.73612037037,0.14905344442764432,0.07407407407407407,1,0.4444444444444444,24.99999999999998,9.064,1,0.8664166666666668
CUST1167,45,1398104,264318,13,10.45,3,142,0,4,0.17,14.18,0.63,32,1,1,1,0,0,0,0,0,1,0,0,0.1890546053798573,22633.92309615385,0.19426814968975567,0.23076923076923078,0,10.923076923076923,3.149606299212598,13.178,1,0.8708333333333335
CUST1168,60,908746,603595,7,13.58,4,162,2,5,0.11,61.73,0.15,40,1,1,0,1,0,0,1,0,0,0,0,0.6642064999460795,93058.54055952381,1.228838956885957,0.5714285714285714,1,23.142857142857142,4.132231404958677,16.09,1,0.9648095238095238
CUST1169,52,1758269,231539,50,6.57,1,176,0,5,-0.31,63.61,0.97,45,1,1,0,1,0,0,1,1,0,0,0,0.1316857659436639,5898.4560249999995,0.040256338648978054,0.02,0,3.52,6.329113924050633,18.582,1,0.8730138888888888
CUST1170,20,972823,824395,54,11.89,2,42,1,0,-0.6,21.73,0.73,46,2,1,0,1,1,0,0,0,1,0,0,0.8474254823333741,23434.95453240741,0.2890756637012991,0.037037037037037035,1,0.7777777777777778,0.0,18.838,1,0.8988015873015871
CUST1171,46,1676103,457322,27,11.91,1,168,0,8,0.62,59.39,0.25,28,0,1,1,0,0,0,1,0,0,1,0,0.27284838700246944,21476.77270185185,0.15376219267086938,0.037037037037037035,0,6.222222222222222,4.651162790697674,11.350000000000001,0,0.6170178571428572
CUST1172,32,372297,537971,26,8.87,1,36,0,4,-0.89,26.11,0.72,30,0,1,1,0,0,1,0,0,0,0,0,1.4450049288605602,24667.69461602564,0.7950972889717288,0.038461538461538464,0,1.3846153846153846,19.04761904761904,12.432,0,0.7678749999999998
CUST1173,61,637728,203715,40,12.29,4,41,1,0,-0.86,7.58,0.58,0,1,1,1,0,1,0,0,0,0,0,0,0.31943869486677706,7179.256125,0.13509062405916,0.1,1,1.025,0.0,0.348,1,0.8998333333333334
CUST1174,24,1311867,546935,8,14.59,2,174,1,7,-0.12,54.7,0.11,33,1,1,1,0,0,0,0,0,0,0,0,0.4169134523545451,75016.69304166667,0.6861978512303458,0.25,1,21.75,7.142857142857142,13.266000000000002,1,0.7993373015873018
CUST1175,58,424160,991524,10,7.0,0,91,1,6,-0.49,43.15,0.18,17,1,0,1,0,0,1,0,1,0,0,0,2.337617880045266,104936.29,2.9687747076574875,0.0,1,9.1,9.83606557377049,6.908,1,0.3025357142857143
CUST1176,26,1283157,178311,6,8.92,3,60,1,6,0.49,20.12,0.04,17,0,0,0,0,0,0,0,0,0,0,1,0.1389627302037085,31043.9451,0.2903209359415878,0.5,1,10.0,3.773584905660377,6.824000000000001,0,0.2637777777777778
CUST1177,28,1999050,540306,10,10.12,1,141,1,4,0.27,18.59,0.81,5,1,1,0,1,0,0,1,1,0,0,0,0.2702813836572372,58587.1806,0.351690136414797,0.1,1,14.1,2.9197080291970803,2.4859999999999998,1,0.9307380952380951
CUST1178,48,1457399,139884,17,14.24,2,67,4,0,0.55,70.26,0.55,39,0,1,0,1,0,1,0,0,1,0,0,0.09598195140795349,9888.427388235294,0.08141979558022444,0.11764705882352941,1,3.9411764705882355,0.0,15.930000000000001,0,0.7560873015873015
CUST1179,28,1845858,177746,31,14.48,2,52,0,8,-0.35,62.17,0.32,0,0,0,0,1,0,1,0,0,0,0,1,0.09629451452928665,7878.543668817205,0.05121874165066135,0.06451612903225806,0,1.6774193548387097,10.666666666666664,0.192,0,0.15209920634920637
CUST1180,56,839033,544217,49,9.77,0,83,1,8,0.48,58.4,0.13,46,1,0,0,1,0,0,0,0,1,0,0,0.6486240708053199,15537.302796088436,0.22221728293530912,0.0,1,1.6938775510204083,5.063291139240506,18.478,1,0.7305952380952381
CUST1181,53,1901856,576984,29,12.48,2,33,1,7,0.72,9.65,0.48,41,0,1,0,1,0,1,0,0,0,0,1,0.30337943566705367,25896.6336,0.16339807177830498,0.06896551724137931,1,1.1379310344827587,3.846153846153846,16.688000000000002,0,0.698147186147186
CUST1182,63,456036,237114,30,10.92,5,75,4,4,-0.31,54.5,0.53,29,2,1,0,1,0,1,0,1,0,0,0,0.5199457937531248,10061.537400000001,0.26475639817909113,0.16666666666666666,1,2.5,5.063291139240506,11.918000000000001,1,0.9550357142857143
CUST1183,64,1369046,947729,28,11.37,2,96,0,2,-0.32,15.84,0.7,3,1,1,0,1,0,1,0,0,0,0,0,0.6922550447537921,42827.19656071428,0.37539013205441696,0.07142857142857142,0,3.4285714285714284,2.564102564102564,1.62,1,0.6607738095238095
CUST1184,45,647656,440895,56,8.96,3,151,0,7,0.8,70.38,0.97,31,0,1,0,1,0,0,1,0,0,1,0,0.6807549069258989,11165.141,0.2068716911446817,0.05357142857142857,0,2.6964285714285716,3.6842105263157894,12.982000000000001,0,0.8981071428571429
CUST1185,36,739316,811843,29,8.74,0,147,0,0,-0.9,4.22,0.43,9,1,1,0,0,0,0,0,0,0,0,0,1.0981001358012001,33907.50939022988,0.5503602149591766,0.0,0,5.068965517241379,0.0,3.858,1,0.8390059523809522
CUST1186,51,1059524,289267,31,8.65,2,29,3,2,-0.3,25.68,0.41,42,0,0,0,1,0,1,0,1,0,0,0,0.27301599586229286,11416.32650672043,0.12929949494362106,0.06451612903225806,1,0.9354838709677419,2.5,17.046,0,0.2343392857142857
CUST1187,52,861099,99776,51,10.93,1,87,0,6,-0.76,31.15,0.37,4,2,1,0,0,1,0,0,0,0,0,1,0.11587053288878514,2865.185223529412,0.03992830404210543,0.0196078431372549,0,1.7058823529411764,17.647058823529406,1.822,1,0.9537738095238096
CUST1188,43,1537237,279545,50,6.35,3,6,0,3,-0.94,59.43,0.83,8,0,0,1,0,1,0,0,0,0,0,0,0.18184899270574414,7070.1589583333325,0.05519116928619334,0.06,0,0.12,18.749999999999982,3.698,0,0.08134920634920634
CUST1189,62,1345513,752416,38,14.71,2,35,0,6,-0.77,55.28,0.16,4,0,1,0,1,1,0,0,1,0,0,0,0.5592038129694771,29023.787185964917,0.258849558667645,0.05263157894736842,0,0.9210526315789473,18.181818181818176,1.6960000000000002,0,0.6007619047619047
CUST1190,32,1649835,799335,39,7.33,1,37,0,4,-0.14,27.31,0.34,10,1,1,1,0,1,0,0,0,1,0,0,0.4844939039358481,25378.37385576923,0.18458845052337403,0.02564102564102564,0,0.9487179487179487,4.166666666666666,4.204,1,0.7340873015873016
